"","subnum","runnum","vif","value"
"378","1_004_second","Run2","des.matV6",1.8477091054167
"379","1_004_second","Run2","des.matV7",1.88658744056774
"380","1_004_second","Run2","des.matV8",1.83128295393573
"381","1_004_second","Run2","des.matV9",1.65562069950906
"382","1_004_second","Run2","des.matV10",1.50018027522725
"383","1_004_second","Run2","des.matV11",1.89879939400097
"384","1_004_second","Run2","des.matV12",2.04783932279054
"385","1_015_second","Run1","des.matV1",2.84449975309654
"386","1_015_second","Run1","des.matV2",2.26934042721328
"387","1_015_second","Run1","des.matV3",8.48572190473489
"388","1_015_second","Run1","des.matV4",4.76749242057755
"389","1_015_second","Run1","des.matV5",1.96887763873375
"390","1_015_second","Run1","des.matV6",1.79593576457023
"391","1_015_second","Run1","des.matV7",1.81395071932064
"392","1_015_second","Run1","des.matV8",1.70306804743242
"393","1_015_second","Run1","des.matV9",1.8537802994916
"394","1_015_second","Run1","des.matV10",1.56216720558628
"395","1_015_second","Run1","des.matV11",2.35327418063714
"396","1_015_second","Run1","des.matV12",2.37721238158088
"397","1_015_second","Run2","des.matV1",3.25151500913403
"398","1_015_second","Run2","des.matV2",2.79695462276283
"399","1_015_second","Run2","des.matV3",1.33665225661477
"400","1_015_second","Run2","des.matV4",1.28228440606164
"401","1_015_second","Run2","des.matV5",2.01091115462801
"402","1_015_second","Run2","des.matV6",1.75116423118864
"403","1_015_second","Run2","des.matV7",2.44314327557087
"404","1_015_second","Run2","des.matV8",2.14192241771921
"405","1_015_second","Run2","des.matV9",1.42236697607716
"406","1_015_second","Run2","des.matV10",1.49990633942474
"407","1_015_second","Run2","des.matV11",1.47443001460634
"408","1_015_second","Run2","des.matV12",1.40573738904243
"409","1_020_second","Run1","des.matV1",2.65480067547481
"410","1_020_second","Run1","des.matV2",2.49946419081739
"411","1_020_second","Run1","des.matV3",1.30049655579421
"412","1_020_second","Run1","des.matV4",1.27762105350985
"413","1_020_second","Run1","des.matV5",2.11722604943956
"414","1_020_second","Run1","des.matV6",1.80064466996552
"415","1_020_second","Run1","des.matV7",2.11762016650686
"416","1_020_second","Run1","des.matV8",1.90024692374841
"417","1_020_second","Run1","des.matV9",1.45234602621078
"418","1_020_second","Run1","des.matV10",1.41227393932041
"419","1_020_second","Run1","des.matV11",1.599573137255
"420","1_020_second","Run1","des.matV12",1.49718066660947
"421","1_020_second","Run2","des.matV1",2.11789182971019
"422","1_020_second","Run2","des.matV2",2.339503597872
"423","1_020_second","Run2","des.matV3",1.42143884907697
"424","1_020_second","Run2","des.matV4",1.24138822464696
"425","1_020_second","Run2","des.matV5",1.46036473570786
"426","1_020_second","Run2","des.matV6",1.35655348493609
"427","1_020_second","Run2","des.matV7",1.87377113326219
"428","1_020_second","Run2","des.matV8",1.73033446784705
"429","1_020_second","Run2","des.matV9",1.29306355185102
"430","1_020_second","Run2","des.matV10",1.35582748165829
"431","1_020_second","Run2","des.matV11",1.29237216568821
"432","1_020_second","Run2","des.matV12",1.49435642310012
"433","1_028_second","Run1","des.matV1",2.53588012942492
"434","1_028_second","Run1","des.matV2",2.23968588503888
"435","1_028_second","Run1","des.matV3",1.30460053331799
"436","1_028_second","Run1","des.matV4",1.2874585529061
"437","1_028_second","Run1","des.matV5",1.81966587093624
"438","1_028_second","Run1","des.matV6",1.53141334810301
"439","1_028_second","Run1","des.matV7",1.67360064495686
"440","1_028_second","Run1","des.matV8",1.93656622569194
"441","1_028_second","Run1","des.matV9",1.74297096285079
"442","1_028_second","Run1","des.matV10",1.43484239608023
"443","1_028_second","Run1","des.matV11",NA
"444","1_028_second","Run1","des.matV12",NA
"445","1_028_second","Run2","des.matV1",2.88244398797962
"446","1_028_second","Run2","des.matV2",2.78962819112483
"447","1_028_second","Run2","des.matV3",1.35974043924093
"448","1_028_second","Run2","des.matV4",1.28567254342035
"449","1_028_second","Run2","des.matV5",1.69080805267902
"450","1_028_second","Run2","des.matV6",1.62062974758589
"451","1_028_second","Run2","des.matV7",2.28037591446582
"452","1_028_second","Run2","des.matV8",2.07216457311276
"453","1_028_second","Run2","des.matV9",1.51443579656902
"454","1_028_second","Run2","des.matV10",1.54271378403585
"455","1_028_second","Run2","des.matV11",2.9840963089899
"456","1_028_second","Run2","des.matV12",2.3968862400706
"457","1_036_second","Run1","des.matV1",2.4293048983312
"458","1_036_second","Run1","des.matV2",2.27445549778253
"459","1_036_second","Run1","des.matV3",NA
"460","1_036_second","Run1","des.matV4",NA
"461","1_036_second","Run1","des.matV5",1.96233897358555
"462","1_036_second","Run1","des.matV6",1.8066269966029
"463","1_036_second","Run1","des.matV7",1.87468139500735
"464","1_036_second","Run1","des.matV8",1.70620783113732
"465","1_036_second","Run1","des.matV9",1.4715190420803
"466","1_036_second","Run1","des.matV10",1.41820238055803
"467","1_036_second","Run1","des.matV11",1.78011187593031
"468","1_036_second","Run1","des.matV12",1.52956534572866
"469","1_036_second","Run2","des.matV1",2.37064382758674
"470","1_036_second","Run2","des.matV2",2.32148545265682
"471","1_036_second","Run2","des.matV3",1.22794516802289
"472","1_036_second","Run2","des.matV4",1.15677972924162
"473","1_036_second","Run2","des.matV5",1.92143541181785
"474","1_036_second","Run2","des.matV6",1.71247628449279
"475","1_036_second","Run2","des.matV7",1.93151300846358
"476","1_036_second","Run2","des.matV8",2.01381768363018
"477","1_036_second","Run2","des.matV9",1.29839356524901
"478","1_036_second","Run2","des.matV10",1.23860002065765
