"subind","runnum","group","N","go_rt_med","go_rt_sd","go_acc","go_error","go_omit"
"/ldrc_c_062","1","A_control",128,0.6868145,0.159715966137965,0.916666666666667,0.0104166666666667,0.0729166666666667
"/ldrc_c_062","2","A_control",128,0.576143,0.14245890657166,0.90625,0.0416666666666667,0.0520833333333333
"/ldrc_c_078","1","A_control",128,0.570003,0.119055582482941,0.927083333333333,0.0416666666666667,0.03125
"/ldrc_c_078","2","A_control",128,0.589213,0.150884302999388,0.9375,0.0104166666666667,0.0520833333333333
"/ldrc_c_079","1","A_control",128,0.768213,0.137441327752388,0.802083333333333,0,0.197916666666667
"/ldrc_c_079","2","A_control",128,0.630729,0.130798679852348,0.947916666666667,0,0.0520833333333333
"/ldrc_c_081","1","A_control",128,0.505461,0.139082842458321,0.864583333333333,0.0729166666666667,0.0625
"/ldrc_c_081","2","A_control",128,0.534439,0.153203797334294,0.90625,0.0416666666666667,0.0520833333333333
"/ldrc_c_082","1","A_control",128,0.618518,0.150246371459525,0.895833333333333,0.0416666666666667,0.0625
"/ldrc_c_082","2","A_control",128,0.56106,0.131776336405701,0.947916666666667,0.0416666666666667,0.0104166666666667
"/ldrc_c_084","1","A_control",128,0.6657265,0.145587441144223,0.833333333333333,0,0.166666666666667
"/ldrc_c_084","2","A_control",128,0.747827,0.124187038281857,0.854166666666667,0.0208333333333333,0.125
"/ldrc_c_085","1","A_control",128,0.597359,0.135509575008688,0.864583333333333,0.0833333333333333,0.0520833333333333
"/ldrc_c_085","2","A_control",128,0.595198,0.138480855011626,0.875,0.0625,0.0625
"/ldrc_c_086","1","A_control",128,0.6225955,0.141425948861519,0.9375,0.0104166666666667,0.0520833333333333
"/ldrc_c_086","2","A_control",128,0.6118845,0.122275941942617,0.833333333333333,0.03125,0.135416666666667
"/ldrc_c_101","1","A_control",128,0.645491,0.130714758768094,0.979166666666667,0,0.0208333333333333
"/ldrc_c_101","2","A_control",128,0.7478185,0.145779487290762,0.708333333333333,0.0625,0.229166666666667
"/ldrc_c_103","1","A_control",128,0.6096815,0.130233112003941,0.770833333333333,0.0729166666666667,0.15625
"/ldrc_c_103","2","A_control",128,0.644173,0.139135165969399,0.78125,0.0520833333333333,0.166666666666667
"H_LDIMG8957","1","H_control_first",128,0.657591,0.160051870313902,0.854166666666667,0.03125,0.114583333333333
"H_LDIMG8957","2","H_control_first",128,0.7527145,0.166984540354785,0.770833333333333,0.0104166666666667,0.21875
"H_LDIMG8960","1","H_control_first",128,0.847498,0.151855360947329,0.75,0,0.25
"H_LDIMG8960","2","H_control_first",128,0.8348675,0.118454651615356,0.854166666666667,0.0104166666666667,0.135416666666667
"H_LDIMG8961","1","H_control_first",128,0.823126,0.130910370014179,0.833333333333333,0,0.166666666666667
"H_LDIMG8961","2","H_control_first",128,0.755626,0.113105582185502,0.864583333333333,0.0104166666666667,0.125
"H_LDIMG8963","1","H_control_first",128,0.6094655,0.125382472064682,0.958333333333333,0,0.0416666666666667
"H_LDIMG8963","2","H_control_first",128,0.632147,0.146168249866094,0.90625,0.0208333333333333,0.0729166666666667
"H_LDIMG8965","1","H_control_first",128,0.4875625,0.133196040268,0.979166666666667,0.0104166666666667,0.0104166666666667
"H_LDIMG8965","2","H_control_first",128,0.515605,0.127531162736715,0.927083333333333,0.0104166666666667,0.0625
"H_LDIMG8972","1","H_control_first",128,0.520326,0.131784160411146,0.927083333333333,0.0520833333333333,0.0208333333333333
"H_LDIMG8972","2","H_control_first",128,0.5474895,0.120599962560641,0.979166666666667,0.0104166666666667,0.0104166666666667
