"","TrialNum","Onset","TrueOns","cond","Stim","Resp","RT","StopTrial","SSD","correct","subind","runnum","first","group_num","group"
"31401",40,108,108.01,0,0,"1",0.698622,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31402",41,110,110.01,0,0,"1",0.597915,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31403",42,112,112.01,2,0,"1",0.643043,1,0.5,3,"/ldrc_c_058","1",1,13,"A_control"
"31404",43,114,114.01,3,1,"0",0,1,0.45,4,"/ldrc_c_058","1",1,13,"A_control"
"31405",44,116,116.01,3,1,"4",0.813613,1,0.5,3,"/ldrc_c_058","1",1,13,"A_control"
"31406",45,121,121.02,1,1,"4",0.933808,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31407",46,123,123.02,1,1,"4",0.478936,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31408",47,125,125.02,1,1,"4",0.51924,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31409",48,128,128,0,0,"1",0.479651,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31410",49,130,130,3,1,"1",0.592798,1,0.45,2,"/ldrc_c_058","1",1,13,"A_control"
"31411",50,132,132,0,0,"1",0.824167,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31412",51,134,134,1,1,"4",0.645264,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31413",52,136,136.01,0,0,"1",0.521628,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31414",53,139,139.01,2,0,"0",0,1,0.4,4,"/ldrc_c_058","1",1,13,"A_control"
"31415",54,144,144.01,0,0,"1",0.580358,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31416",55,147,147.01,0,0,"1",0.616417,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31417",56,149,149.01,1,1,"1",0.860541,0,0,0,"/ldrc_c_058","1",1,13,"A_control"
"31418",57,153,153.01,1,1,"4",0.718073,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31419",58,155,155.01,0,0,"1",0.8203,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31420",59,157,157.01,3,1,"0",0,1,0.45,4,"/ldrc_c_058","1",1,13,"A_control"
"31421",60,163,163.02,1,1,"4",0.659196,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31422",61,165,165.02,0,0,"1",0.655406,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31423",62,167,167,0,0,"1",0.608135,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31424",63,169,169,1,1,"4",0.65435,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31425",64,174,174,0,0,"1",0.631678,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31426",65,177,177.01,0,0,"1",0.838489,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31427",66,179,179.01,1,1,"4",0.618751,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31428",67,181,181.01,0,0,"1",0.629037,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31429",68,183,183.01,1,1,"4",0.657231,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31430",69,186,186.01,3,1,"4",0.518792,1,0.5,3,"/ldrc_c_058","1",1,13,"A_control"
"31431",70,188,188.01,3,1,"0",0,1,0.45,4,"/ldrc_c_058","1",1,13,"A_control"
"31432",71,192,192.01,0,0,"1",0.585779,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31433",72,195,195.01,0,0,"1",0.560568,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31434",73,197,197.01,3,1,"0",0,1,0.5,4,"/ldrc_c_058","1",1,13,"A_control"
"31435",74,199,199.01,1,1,"4",0.917059,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31436",75,203,203.02,0,0,"1",0.53338,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31437",76,206,206.02,0,0,"1",0.662414,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31438",77,208,208.02,1,1,"4",0.90957,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31439",78,210,210,0,0,"1",0.789546,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31440",79,214,214,3,1,"4",0.452104,1,0.55,3,"/ldrc_c_058","1",1,13,"A_control"
"31441",80,217,217.01,2,0,"0",0,1,0.5,4,"/ldrc_c_058","1",1,13,"A_control"
"31442",81,219,219.01,0,0,"0",0,0,0,5,"/ldrc_c_058","1",1,13,"A_control"
"31443",82,221,221.01,1,1,"4",0.498418,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31444",83,223,223.01,0,0,"1",0.611602,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31445",84,225,225.01,0,0,"1",0.900755,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31446",85,227,227.01,1,1,"4",0.516967,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31447",86,230,230.01,1,1,"0",0,0,0,5,"/ldrc_c_058","1",1,13,"A_control"
"31448",87,232,232.01,1,1,"4",0.826184,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31449",88,234,234.01,0,0,"1",0.780376,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31450",89,238,238.01,0,0,"1",0.73578,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31451",90,240,240.01,0,0,"0",0,0,0,5,"/ldrc_c_058","1",1,13,"A_control"
"31452",91,242,242.02,0,0,"1",0.450326,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31453",92,249,249.02,1,1,"4",0.732563,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31454",93,253,253,1,1,"4",0.568731,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31455",94,257,257.01,2,0,"1",0.612172,1,0.55,3,"/ldrc_c_058","1",1,13,"A_control"
"31456",95,259,259.01,3,1,"0",0,1,0.5,4,"/ldrc_c_058","1",1,13,"A_control"
"31457",96,261,261.01,2,0,"0",0,1,0.55,4,"/ldrc_c_058","1",1,13,"A_control"
"31458",97,265,265.01,0,0,"1",0.505151,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31459",98,271,271.01,2,0,"0",0,1,0.6,4,"/ldrc_c_058","1",1,13,"A_control"
"31460",99,276,276.01,2,0,"0",0,1,0.65,4,"/ldrc_c_058","1",1,13,"A_control"
"31461",100,278,278.01,2,0,"1",0.683221,1,0.7,3,"/ldrc_c_058","1",1,13,"A_control"
"31462",101,280,280.01,1,1,"4",0.94334,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31463",102,282,282.02,1,1,"4",0.442314,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31464",103,284,284.02,0,0,"1",0.575547,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31465",104,286,286.02,1,1,"4",0.544934,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31466",105,288,288.02,1,1,"4",0.604234,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31467",106,291,291,2,0,"1",0.440651,1,0.65,3,"/ldrc_c_058","1",1,13,"A_control"
"31468",107,295,295,0,0,"1",0.877296,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31469",108,298,298.01,2,0,"1",0.640042,1,0.6,3,"/ldrc_c_058","1",1,13,"A_control"
"31470",109,300,300.01,2,0,"0",0,1,0.55,4,"/ldrc_c_058","1",1,13,"A_control"
"31471",110,302,302.01,0,0,"1",0.909593,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31472",111,305,305.01,1,1,"4",0.869526,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31473",112,307,307.01,1,1,"4",0.698735,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31474",113,309,309.01,0,0,"1",0.736893,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31475",114,312,312.01,3,1,"0",0,1,0.6,4,"/ldrc_c_058","1",1,13,"A_control"
"31476",115,317,317.01,0,0,"1",0.6768,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31477",116,319,319.01,1,1,"4",0.953048,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31478",117,321,321.01,0,0,"0",0,0,0,5,"/ldrc_c_058","1",1,13,"A_control"
"31479",118,323,323.02,0,0,"4",0.786531,0,0,0,"/ldrc_c_058","1",1,13,"A_control"
"31480",119,325,325.02,1,1,"0",0,0,0,5,"/ldrc_c_058","1",1,13,"A_control"
"31481",120,329,329.02,2,0,"0",0,1,0.65,4,"/ldrc_c_058","1",1,13,"A_control"
"31482",121,331,331,1,1,"0",0,0,0,5,"/ldrc_c_058","1",1,13,"A_control"
"31483",122,335,335,1,1,"4",0.75172,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31484",123,337,337,1,1,"4",0.708686,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31485",124,339,339.01,1,1,"0",0,0,0,5,"/ldrc_c_058","1",1,13,"A_control"
"31486",125,341,341.01,1,1,"4",0.479934,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31487",126,343,343.01,1,1,"4",0.454618,0,0,1,"/ldrc_c_058","1",1,13,"A_control"
"31488",127,348,348.01,2,0,"1",0.738616,1,0.7,3,"/ldrc_c_058","1",1,13,"A_control"
"31489",0,0,0.02,0,0,"1",0.794248,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31490",1,2,2.02,0,0,"1",0.505581,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31491",2,6,6.02,0,0,"1",0.567883,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31492",3,8,8,1,1,"4",0.550931,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31493",4,10,10,1,1,"4",0.535098,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31494",5,12,12,1,1,"4",0.490483,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31495",6,14,14.01,1,1,"4",0.559641,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31496",7,16,16.01,1,1,"4",0.484983,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31497",8,19,19.01,1,1,"4",0.587739,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31498",9,21,21.01,0,0,"1",0.878016,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31499",10,24,24.01,2,0,"1",0.442825,1,0.25,3,"/ldrc_c_058","2",1,13,"A_control"
"31500",11,29,29.01,3,1,"0",0,1,0.2,4,"/ldrc_c_058","2",1,13,"A_control"
"31501",12,31,31.01,0,0,"1",0.770143,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31502",13,33,33.01,1,1,"4",0.576227,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31503",14,35,35.01,3,1,"0",0,1,0.25,4,"/ldrc_c_058","2",1,13,"A_control"
"31504",15,38,38.02,1,1,"4",0.492481,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31505",16,40,40.02,1,1,"4",0.632668,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31506",17,42,42.02,3,1,"0",0,1,0.3,4,"/ldrc_c_058","2",1,13,"A_control"
"31507",18,44,44.02,1,1,"4",0.5812,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31508",19,46,46.02,1,1,"4",0.58043,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31509",20,52,52,1,1,"4",0.642795,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31510",21,55,55.01,1,1,"4",0.720607,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31511",22,57,57.01,1,1,"4",0.741842,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31512",23,59,59.01,0,0,"1",0.574082,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31513",24,61,61.01,0,0,"1",0.600357,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31514",25,63,63.01,1,1,"4",0.859593,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31515",26,65,65.01,0,0,"1",0.573784,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31516",27,68,68.01,1,1,"4",0.483512,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31517",28,71,71.01,0,0,"1",0.485413,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31518",29,73,73.01,1,1,"4",0.640729,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31519",30,80,80.02,2,0,"0",0,1,0.35,4,"/ldrc_c_058","2",1,13,"A_control"
"31520",31,87,87.02,2,0,"0",0,1,0.4,4,"/ldrc_c_058","2",1,13,"A_control"
"31521",32,89,89,1,1,"4",0.992246,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31522",33,91,91,3,1,"4",0.527436,1,0.45,3,"/ldrc_c_058","2",1,13,"A_control"
"31523",34,94,94,2,0,"0",0,1,0.4,4,"/ldrc_c_058","2",1,13,"A_control"
"31524",35,96,96.01,0,0,"1",0.958608,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31525",36,98,98.01,1,1,"4",0.715857,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31526",37,100,100.01,0,0,"1",0.542008,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31527",38,103,103.01,0,0,"1",0.745842,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31528",39,106,106.01,2,0,"1",0.618774,1,0.45,3,"/ldrc_c_058","2",1,13,"A_control"
"31529",40,108,108.01,0,0,"0",0,0,0,5,"/ldrc_c_058","2",1,13,"A_control"
"31530",41,111,111.01,0,0,"4",0.523551,0,0,0,"/ldrc_c_058","2",1,13,"A_control"
"31531",42,113,113.01,3,1,"0",0,1,0.4,4,"/ldrc_c_058","2",1,13,"A_control"
"31532",43,115,115.01,2,0,"1",0.636267,1,0.45,3,"/ldrc_c_058","2",1,13,"A_control"
"31533",44,118,118.01,3,1,"0",0,1,0.4,4,"/ldrc_c_058","2",1,13,"A_control"
"31534",45,120,120.02,1,1,"4",0.76727,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31535",46,124,124.02,1,1,"4",0.634656,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31536",47,126,126.02,0,0,"1",0.754109,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31537",48,128,128,0,0,"1",0.985845,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31538",49,130,130,2,0,"1",0.536029,1,0.45,3,"/ldrc_c_058","2",1,13,"A_control"
"31539",50,132,132,3,1,"4",0.674417,1,0.4,3,"/ldrc_c_058","2",1,13,"A_control"
"31540",51,134,134,3,1,"0",0,1,0.35,4,"/ldrc_c_058","2",1,13,"A_control"
"31541",52,136,136.01,0,0,"1",0.705732,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31542",53,139,139.01,1,1,"4",0.807848,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31543",54,142,142.01,0,0,"1",0.611567,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31544",55,144,144.01,1,1,"4",0.776897,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31545",56,146,146.01,1,1,"4",0.50195,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31546",57,148,148.01,0,0,"4",0.396043,0,0,0,"/ldrc_c_058","2",1,13,"A_control"
"31547",58,150,150.01,1,1,"4",0.927603,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31548",59,152,152.01,0,0,"1",0.571582,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31549",60,154,154.01,0,0,"1",0.594953,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31550",61,158,158.01,3,1,"4",0.563273,1,0.4,3,"/ldrc_c_058","2",1,13,"A_control"
"31551",62,161,161.02,2,0,"0",0,1,0.35,4,"/ldrc_c_058","2",1,13,"A_control"
"31552",63,163,163.02,2,0,"1",0.556521,1,0.4,3,"/ldrc_c_058","2",1,13,"A_control"
"31553",64,171,171,0,0,"1",0.716131,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31554",65,176,176.01,1,1,"4",0.503203,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31555",66,179,179.01,0,0,"1",0.897126,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31556",67,184,184.01,0,0,"1",0.676195,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31557",68,186,186.01,0,0,"0",0,0,0,5,"/ldrc_c_058","2",1,13,"A_control"
"31558",69,190,190.01,0,0,"1",0.515867,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31559",70,192,192.01,1,1,"4",0.625163,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31560",71,194,194.01,1,1,"4",0.558329,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31561",72,196,196.01,1,1,"4",0.862713,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31562",73,199,199.01,2,0,"0",0,1,0.35,4,"/ldrc_c_058","2",1,13,"A_control"
"31563",74,201,201.02,3,1,"0",0,1,0.4,4,"/ldrc_c_058","2",1,13,"A_control"
"31564",75,204,204.02,2,0,"1",0.490486,1,0.45,3,"/ldrc_c_058","2",1,13,"A_control"
"31565",76,207,207.02,1,1,"4",0.902304,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31566",77,211,211,1,1,"4",0.563458,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31567",78,214,214,0,0,"1",0.553309,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31568",79,216,216,0,0,"0",0,0,0,5,"/ldrc_c_058","2",1,13,"A_control"
"31569",80,219,219.01,0,0,"1",0.96544,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31570",81,221,221.01,0,0,"1",0.519563,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31571",82,225,225.01,3,1,"4",0.487153,1,0.4,3,"/ldrc_c_058","2",1,13,"A_control"
"31572",83,227,227.01,1,1,"4",0.915331,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31573",84,229,229.01,3,1,"0",0,1,0.35,4,"/ldrc_c_058","2",1,13,"A_control"
"31574",85,231,231.01,2,0,"1",0.504803,1,0.4,3,"/ldrc_c_058","2",1,13,"A_control"
"31575",86,233,233.01,3,1,"4",0.697034,1,0.35,3,"/ldrc_c_058","2",1,13,"A_control"
"31576",87,238,238.01,1,1,"0",0,0,0,5,"/ldrc_c_058","2",1,13,"A_control"
"31577",88,240,240.01,1,1,"4",0.766373,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31578",89,244,244.02,1,1,"4",0.613658,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31579",90,246,246.02,0,0,"1",0.661136,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31580",91,248,248.02,1,1,"4",0.602293,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31581",92,250,250,1,1,"4",0.831212,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31582",93,252,252,1,1,"0",0,0,0,5,"/ldrc_c_058","2",1,13,"A_control"
"31583",94,255,255,2,0,"1",0.504332,1,0.3,3,"/ldrc_c_058","2",1,13,"A_control"
"31584",95,257,257.01,1,1,"4",0.82259,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31585",96,259,259.01,0,0,"1",0.750748,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31586",97,261,261.01,0,0,"1",0.99686,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31587",98,263,263.01,3,1,"0",0,1,0.25,4,"/ldrc_c_058","2",1,13,"A_control"
"31588",99,265,265.01,0,0,"1",0.49141,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31589",100,267,267.01,1,1,"4",0.487703,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31590",101,269,269.01,0,0,"1",0.664977,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31591",102,274,274.01,3,1,"4",0.550178,1,0.3,3,"/ldrc_c_058","2",1,13,"A_control"
"31592",103,276,276.01,2,0,"0",0,1,0.25,4,"/ldrc_c_058","2",1,13,"A_control"
"31593",104,279,279.01,0,0,"1",0.733064,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31594",105,281,281.01,0,0,"1",0.613328,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31595",106,286,286.02,1,1,"4",0.7674,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31596",107,290,290.02,1,1,"4",0.704925,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31597",108,293,293,0,0,"1",0.765499,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31598",109,295,295,0,0,"1",0.658604,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31599",110,297,297,1,1,"4",0.670939,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31600",111,300,300.01,0,0,"1",0.740892,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31601",112,302,302.01,0,0,"4",0.771967,0,0,0,"/ldrc_c_058","2",1,13,"A_control"
"31602",113,308,308.01,3,1,"4",0.576715,1,0.3,3,"/ldrc_c_058","2",1,13,"A_control"
"31603",114,310,310.01,0,0,"1",0.845904,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31604",115,312,312.01,2,0,"0",0,1,0.25,4,"/ldrc_c_058","2",1,13,"A_control"
"31605",116,314,314.01,0,0,"1",0.506434,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31606",117,316,316.01,0,0,"1",0.669688,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31607",118,318,318.01,0,0,"1",0.757888,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31608",119,324,324.02,1,1,"4",0.64848,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31609",120,326,326.02,1,1,"4",0.740767,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31610",121,329,329.02,0,0,"1",0.510583,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31611",122,331,331,0,0,"1",0.865563,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31612",123,333,333,1,1,"0",0,0,0,5,"/ldrc_c_058","2",1,13,"A_control"
"31613",124,337,337,1,1,"4",0.596269,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31614",125,339,339.01,2,0,"0",0,1,0.3,4,"/ldrc_c_058","2",1,13,"A_control"
"31615",126,344,344.01,1,1,"4",0.671407,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31616",127,346,346.01,0,0,"1",0.696856,0,0,1,"/ldrc_c_058","2",1,13,"A_control"
"31617",0,0,0.02,0,0,"1",0.940047,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31618",1,2,2.02,0,0,"1",0.573222,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31619",2,6,6.02,0,0,"1",0.72371,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31620",3,8,8,1,1,"4",0.700432,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31621",4,10,10,1,1,"4",0.856987,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31622",5,12,12,1,1,"4",0.721017,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31623",6,14,14.01,1,1,"4",0.835253,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31624",7,16,16.01,1,1,"4",0.827549,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31625",8,19,19.01,1,1,"4",0.788363,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31626",9,21,21.01,0,0,"1",0.856597,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31627",10,24,24.01,2,0,"1",0.628491,1,0.25,3,"/ldrc_c_059","1",1,13,"A_control"
"31628",11,29,29.01,3,1,"0",0,1,0.2,4,"/ldrc_c_059","1",1,13,"A_control"
"31629",12,31,31.01,0,0,"1",0.980772,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31630",13,33,33.01,1,1,"4",0.486984,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31631",14,35,35.01,3,1,"0",0,1,0.25,4,"/ldrc_c_059","1",1,13,"A_control"
"31632",15,38,38.02,1,1,"4",0.512992,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31633",16,40,40.02,1,1,"4",0.688085,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31634",17,42,42.02,3,1,"0",0,1,0.3,4,"/ldrc_c_059","1",1,13,"A_control"
"31635",18,44,44.02,1,1,"4",0.601794,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31636",19,46,46,1,1,"4",0.705676,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31637",20,52,52,1,1,"4",0.525419,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31638",21,55,55.01,1,1,"4",0.549319,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31639",22,57,57.01,1,1,"4",0.78951,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31640",23,59,59.01,0,0,"0",0,0,0,5,"/ldrc_c_059","1",1,13,"A_control"
"31641",24,61,61.01,0,0,"1",0.901993,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31642",25,63,63.01,1,1,"4",0.650198,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31643",26,65,65.01,0,0,"1",0.621456,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31644",27,68,68.01,1,1,"4",0.478244,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31645",28,71,71.01,0,0,"1",0.44911,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31646",29,73,73.01,1,1,"4",0.777348,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31647",30,80,80.02,2,0,"1",0.622732,1,0.35,3,"/ldrc_c_059","1",1,13,"A_control"
"31648",31,87,87.02,2,0,"1",0.613003,1,0.3,3,"/ldrc_c_059","1",1,13,"A_control"
"31649",32,89,89,1,1,"4",0.752835,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31650",33,91,91,3,1,"0",0,1,0.25,4,"/ldrc_c_059","1",1,13,"A_control"
"31651",34,94,94,2,0,"0",0,1,0.3,4,"/ldrc_c_059","1",1,13,"A_control"
"31652",35,96,96.01,0,0,"1",0.718243,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31653",36,98,98.01,1,1,"4",0.718253,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31654",37,100,100.01,0,0,"1",0.639787,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31655",38,103,103.01,0,0,"1",0.654543,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31656",39,106,106.01,2,0,"1",0.491372,1,0.35,3,"/ldrc_c_059","1",1,13,"A_control"
"31657",40,108,108.01,0,0,"1",0.701563,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31658",41,111,111.01,0,0,"1",0.562457,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31659",42,113,113.01,3,1,"4",0.508701,1,0.3,3,"/ldrc_c_059","1",1,13,"A_control"
"31660",43,115,115.01,2,0,"0",0,1,0.25,4,"/ldrc_c_059","1",1,13,"A_control"
"31661",44,118,118.01,3,1,"0",0,1,0.3,4,"/ldrc_c_059","1",1,13,"A_control"
"31662",45,120,120.02,1,1,"4",0.559892,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31663",46,124,124.02,1,1,"4",0.508441,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31664",47,126,126.02,0,0,"1",0.865752,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
"31665",48,128,128,0,0,"1",0.570556,0,0,1,"/ldrc_c_059","1",1,13,"A_control"
