"","subnum","runnum","vif","value"
"227","1_002","Run3","des.matV3",2.79064270130471
"228","1_002","Run3","des.matV4",2.14292022510108
"229","1_002","Run3","des.matV5",2.44469047759486
"230","1_002","Run3","des.matV6",1.69372166721098
"231","1_002","Run3","des.matV7",2.50330569321688
"232","1_002","Run3","des.matV8",2.75719215199886
"233","1_002","Run3","des.matV9",1.85222753913801
"234","1_002","Run3","des.matV10",1.34586705507233
"235","1_002","Run3","des.matV11",1.99274271898348
"236","1_002","Run3","des.matV12",1.48218429571806
"237","1_002","Run3","des.matV13",2.10225002997459
"238","1_002","Run3","des.matV14",1.45389036143658
"239","1_004","Run1","des.matV1",2.07617406781493
"240","1_004","Run1","des.matV2",1.52455375918678
"241","1_004","Run1","des.matV3",1.55272397976327
"242","1_004","Run1","des.matV4",1.35561946049473
"243","1_004","Run1","des.matV5",1.65995784649791
"244","1_004","Run1","des.matV6",1.22993198033481
"245","1_004","Run1","des.matV7",2.0114527915386
"246","1_004","Run1","des.matV8",1.36411975477013
"247","1_004","Run1","des.matV9",1.99571213059131
"248","1_004","Run1","des.matV10",1.30631067945315
"249","1_004","Run1","des.matV11",1.82985175337502
"250","1_004","Run1","des.matV12",1.56683334804128
"251","1_004","Run1","des.matV13",1.36311296758783
"252","1_004","Run1","des.matV14",1.27715238292916
"253","1_004","Run2","des.matV1",4.08030031989441
"254","1_004","Run2","des.matV2",2.42260371871042
"255","1_004","Run2","des.matV3",3.02975110329082
"256","1_004","Run2","des.matV4",2.14929821510757
"257","1_004","Run2","des.matV5",3.4653995217209
"258","1_004","Run2","des.matV6",2.12258191673341
"259","1_004","Run2","des.matV7",2.87571515653926
"260","1_004","Run2","des.matV8",1.99655158512279
"261","1_004","Run2","des.matV9",2.65602241467094
"262","1_004","Run2","des.matV10",3.33320703228398
"263","1_004","Run2","des.matV11",4.43960173416636
"264","1_004","Run2","des.matV12",2.5631600166149
"265","1_004","Run2","des.matV13",6.7474889721185
"266","1_004","Run2","des.matV14",4.08577164383536
