"TrialNum","Onset","TrueOns","cond","Stim","Resp","RT","StopTrial","SSD","correct","subind","runnum","first","groupnum","group"
66,179,179.01,"0","0","1",0.567695,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
67,184,184.01,"0","0","1",0.516704,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
68,186,186.01,"0","0","0",0,0,0,"5","ldrc_2_008_third","2",1,"3","A_third"
69,190,190.01,"0","0","1",0.548408,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
70,192,192.01,"1","1","4",0.465625,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
71,194,194.01,"1","1","4",0.408869,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
72,196,196.01,"1","1","4",0.427251,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
73,199,199.01,"2","0","1",0.469084,1,0.35,"3","ldrc_2_008_third","2",1,"3","A_third"
74,201,201.02,"3","1","0",0,1,0.3,"4","ldrc_2_008_third","2",1,"3","A_third"
75,204,204.02,"2","0","0",0,1,0.35,"4","ldrc_2_008_third","2",1,"3","A_third"
76,207,207.02,"1","1","4",0.541931,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
77,211,211,"1","1","4",0.389944,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
78,214,214,"0","0","1",0.473835,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
79,216,216.01,"0","0","1",0.474082,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
80,219,219.01,"0","0","1",0.515944,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
81,221,221.01,"0","0","1",0.574248,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
82,225,225.01,"3","1","4",0.522614,1,0.4,"3","ldrc_2_008_third","2",1,"3","A_third"
83,227,227.01,"1","1","4",0.562188,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
84,229,229.01,"3","1","4",0.469231,1,0.35,"3","ldrc_2_008_third","2",1,"3","A_third"
85,231,231.01,"2","0","0",0,1,0.3,"4","ldrc_2_008_third","2",1,"3","A_third"
86,233,233.01,"3","1","0",0,1,0.35,"4","ldrc_2_008_third","2",1,"3","A_third"
87,238,238.01,"1","1","4",0.430607,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
88,240,240.02,"1","1","4",0.610812,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
89,244,244.02,"1","1","4",0.496256,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
90,246,246.02,"0","0","1",0.602513,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
91,248,248,"1","1","4",0.50446,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
92,250,250,"1","1","4",0.407742,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
93,252,252,"1","1","4",0.612927,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
94,255,255,"2","0","1",0.50657,1,0.4,"3","ldrc_2_008_third","2",1,"3","A_third"
95,257,257.01,"1","1","4",0.552031,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
96,259,259.01,"0","0","1",0.649297,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
97,261,261.01,"0","0","1",0.625415,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
98,263,263.01,"3","1","0",0,1,0.35,"4","ldrc_2_008_third","2",1,"3","A_third"
99,265,265.01,"0","0","1",0.59299,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
100,267,267.01,"1","1","4",0.594095,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
101,269,269.01,"0","0","1",0.55148,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
102,274,274.01,"3","1","4",0.521479,1,0.4,"3","ldrc_2_008_third","2",1,"3","A_third"
103,276,276.01,"2","0","1",0.503737,1,0.35,"3","ldrc_2_008_third","2",1,"3","A_third"
104,279,279.01,"0","0","1",0.682539,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
105,281,281.02,"0","0","1",0.52172,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
106,286,286.02,"1","1","4",0.4158,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
107,290,290,"1","1","4",0.445837,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
108,293,293,"0","0","1",0.528788,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
109,295,295,"0","0","1",0.571071,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
110,297,297.01,"1","1","4",0.549369,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
111,300,300.01,"0","0","1",0.414015,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
112,302,302.01,"0","0","1",0.422538,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
113,308,308.01,"3","1","4",0.374091,1,0.3,"3","ldrc_2_008_third","2",1,"3","A_third"
114,310,310.01,"0","0","1",0.691168,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
115,312,312.01,"2","0","0",0,1,0.25,"4","ldrc_2_008_third","2",1,"3","A_third"
116,314,314.01,"0","0","1",0.595744,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
117,316,316.01,"0","0","1",0.650898,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
118,318,318.01,"0","0","1",0.630222,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
119,324,324.1,"1","1","4",0.401503,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
120,326,326.02,"1","1","4",0.607072,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
121,329,329,"0","0","1",0.565521,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
122,331,331,"0","0","1",0.513936,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
123,333,333,"1","1","4",0.38228,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
124,337,337,"1","1","4",0.462595,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
125,339,339.01,"2","0","1",0.457777,1,0.3,"3","ldrc_2_008_third","2",1,"3","A_third"
126,344,344.01,"1","1","4",0.580834,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
127,346,346.01,"0","0","1",0.51813,0,0,"1","ldrc_2_008_third","2",1,"3","A_third"
0,0,0.02,"1","1","4",0.811735,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
1,2,2.02,"1","1","4",0.737926,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
2,5,5.02,"1","1","4",0.784606,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
3,12,12,"0","0","1",0.736748,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
4,14,14.01,"3","1","0",0,1,0.25,"4","ldrc_2_010_third","1",1,"3","A_third"
5,16,16.01,"3","1","4",0.493402,1,0.3,"3","ldrc_2_010_third","1",1,"3","A_third"
6,18,18.01,"2","0","0",0,1,0.25,"4","ldrc_2_010_third","1",1,"3","A_third"
7,21,21.01,"0","0","1",0.575172,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
8,23,23.01,"1","1","4",0.514433,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
9,25,25.01,"0","0","1",0.548593,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
10,34,34.01,"0","0","1",0.755148,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
11,36,36.01,"1","1","4",0.69164,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
12,39,39.02,"1","1","4",0.797202,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
13,41,41.02,"0","0","1",0.620536,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
14,43,43.02,"0","0","1",0.539779,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
15,46,46,"0","0","1",0.765383,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
16,48,48,"1","1","4",0.563443,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
17,51,51,"1","1","4",0.770296,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
18,56,56.01,"3","1","0",0,1,0.3,"4","ldrc_2_010_third","1",1,"3","A_third"
19,58,58.01,"3","1","0",0,1,0.35,"4","ldrc_2_010_third","1",1,"3","A_third"
20,61,61.01,"0","0","1",0.66843,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
21,63,63.01,"3","1","4",0.577714,1,0.4,"3","ldrc_2_010_third","1",1,"3","A_third"
22,66,66.01,"1","1","4",0.835732,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
23,69,69.01,"1","1","4",0.435345,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
24,71,71.01,"0","0","1",0.797453,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
25,73,73.01,"0","0","1",0.611898,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
26,75,75.01,"0","0","1",0.48901,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
27,77,77.01,"1","1","4",0.841318,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
28,79,79.02,"1","1","4",0.98164,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
29,81,81.02,"1","1","4",0.45775,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
30,83,83.02,"0","0","1",0.766019,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
31,86,86,"2","0","4",0.90548,1,0.35,"2","ldrc_2_010_third","1",1,"3","A_third"
32,88,88,"2","0","0",0,1,0.3,"4","ldrc_2_010_third","1",1,"3","A_third"
33,90,90,"3","1","0",0,1,0.35,"4","ldrc_2_010_third","1",1,"3","A_third"
34,93,93,"1","1","4",0.657882,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
35,95,95.01,"1","1","4",0.708023,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
36,97,97.01,"1","1","4",0.958478,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
37,100,100.01,"0","0","1",0.643125,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
38,103,103.01,"0","0","1",0.733903,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
39,105,105.01,"0","0","1",0.559199,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
40,108,108.01,"0","0","1",0.714066,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
41,110,110.01,"0","0","1",0.788254,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
42,112,112.01,"2","0","0",0,1,0.4,"4","ldrc_2_010_third","1",1,"3","A_third"
43,114,114.01,"3","1","0",0,1,0.45,"4","ldrc_2_010_third","1",1,"3","A_third"
44,116,116.01,"3","1","0",0,1,0.5,"4","ldrc_2_010_third","1",1,"3","A_third"
45,121,121.02,"1","1","4",0.789091,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
46,123,123.02,"1","1","4",0.485254,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
47,125,125,"1","1","4",0.582102,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
48,128,128,"0","0","1",0.566032,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
49,130,130,"3","1","4",0.5982,1,0.55,"3","ldrc_2_010_third","1",1,"3","A_third"
50,132,132,"0","0","1",0.958585,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
51,134,134,"1","1","4",0.654717,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
52,136,136.01,"0","0","1",0.405905,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
53,139,139.01,"2","0","1",0.583661,1,0.5,"3","ldrc_2_010_third","1",1,"3","A_third"
54,144,144.01,"0","0","1",0.771735,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
55,147,147.01,"0","0","1",0.61072,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
56,149,149.01,"1","1","4",0.76893,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
57,153,153.01,"1","1","4",0.729364,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
58,155,155.01,"0","0","1",0.642529,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
59,157,157.01,"3","1","4",0.758107,1,0.45,"3","ldrc_2_010_third","1",1,"3","A_third"
60,163,163.02,"1","1","4",0.914581,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
61,165,165.02,"0","0","1",0.696717,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
62,167,167,"0","0","1",0.588625,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
63,169,169,"1","1","4",0.452897,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
64,174,174,"0","0","1",0.727014,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
65,177,177.01,"0","0","1",0.680794,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
66,179,179.01,"1","1","4",0.605437,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
67,181,181.01,"0","0","1",0.745309,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
68,183,183.01,"1","1","4",0.676472,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
69,186,186.01,"3","1","0",0,1,0.4,"4","ldrc_2_010_third","1",1,"3","A_third"
70,188,188.01,"3","1","0",0,1,0.45,"4","ldrc_2_010_third","1",1,"3","A_third"
71,192,192.01,"0","0","1",0.4732,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
72,195,195.01,"0","0","1",0.557872,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
73,197,197.01,"3","1","0",0,1,0.5,"4","ldrc_2_010_third","1",1,"3","A_third"
74,199,199.01,"1","1","4",0.869443,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
75,203,203.02,"0","0","1",0.518853,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
76,206,206.02,"0","0","1",0.537573,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
77,208,208,"1","1","4",0.34352,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
78,210,210,"0","0","1",0.590682,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
79,214,214,"3","1","4",0.785273,1,0.55,"3","ldrc_2_010_third","1",1,"3","A_third"
80,217,217.01,"2","0","0",0,1,0.5,"4","ldrc_2_010_third","1",1,"3","A_third"
81,219,219.01,"0","0","1",0.762301,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
82,221,221.01,"1","1","4",0.741631,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
83,223,223.01,"0","0","1",0.864004,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
84,225,225.01,"0","0","0",0,0,0,"5","ldrc_2_010_third","1",1,"3","A_third"
85,227,227.01,"1","1","4",0.681342,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
86,230,230.01,"1","1","4",0.546079,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
87,232,232.01,"1","1","4",0.808281,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
88,234,234.01,"0","0","1",0.801581,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
89,238,238.01,"0","0","0",0,0,0,"5","ldrc_2_010_third","1",1,"3","A_third"
90,240,240.02,"0","0","0",0,0,0,"5","ldrc_2_010_third","1",1,"3","A_third"
91,242,242.02,"0","0","1",0.423515,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
92,249,249.02,"1","1","4",0.780652,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
93,253,253,"1","1","4",0.680003,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
94,257,257.01,"2","0","1",0.58841,1,0.55,"3","ldrc_2_010_third","1",1,"3","A_third"
95,259,259.01,"3","1","0",0,1,0.5,"4","ldrc_2_010_third","1",1,"3","A_third"
96,261,261.01,"2","0","0",0,1,0.55,"4","ldrc_2_010_third","1",1,"3","A_third"
97,265,265.01,"0","0","1",0.786351,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
98,271,271.01,"2","0","1",0.696949,1,0.6,"3","ldrc_2_010_third","1",1,"3","A_third"
99,276,276.01,"2","0","0",0,1,0.55,"4","ldrc_2_010_third","1",1,"3","A_third"
100,278,278.01,"2","0","1",0.871356,1,0.6,"3","ldrc_2_010_third","1",1,"3","A_third"
101,280,280.01,"1","1","0",0,0,0,"5","ldrc_2_010_third","1",1,"3","A_third"
102,282,282.02,"1","1","4",0.617924,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
103,284,284.02,"0","0","1",0.330013,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
104,286,286.02,"1","1","4",0.30325,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
105,288,288,"1","1","4",0.445138,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
106,291,291,"2","0","0",0,1,0.55,"4","ldrc_2_010_third","1",1,"3","A_third"
107,295,295,"0","0","1",0.988511,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
108,298,298.01,"2","0","4",0.399197,1,0.6,"2","ldrc_2_010_third","1",1,"3","A_third"
109,300,300.01,"2","0","1",0.718545,1,0.55,"3","ldrc_2_010_third","1",1,"3","A_third"
110,302,302.01,"0","0","1",0.961813,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
111,305,305.01,"1","1","4",0.862604,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
112,307,307.01,"1","1","4",0.758867,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
113,309,309.01,"0","0","1",0.432099,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
114,312,312.01,"3","1","4",0.863105,1,0.5,"3","ldrc_2_010_third","1",1,"3","A_third"
115,317,317.01,"0","0","0",0,0,0,"5","ldrc_2_010_third","1",1,"3","A_third"
116,319,319.01,"1","1","4",0.664211,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
117,321,321.02,"0","0","1",0.627389,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
118,323,323.02,"0","0","1",0.963701,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
119,325,325.02,"1","1","0",0,0,0,"5","ldrc_2_010_third","1",1,"3","A_third"
120,329,329.02,"2","0","1",0.504444,1,0.45,"3","ldrc_2_010_third","1",1,"3","A_third"
121,331,331,"1","1","4",0.884294,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
122,335,335,"1","1","4",0.570731,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
123,337,337,"1","1","0",0,0,0,"5","ldrc_2_010_third","1",1,"3","A_third"
124,339,339.01,"1","1","0",0,0,0,"5","ldrc_2_010_third","1",1,"3","A_third"
125,341,341.01,"1","1","4",0.429198,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
126,343,343.01,"1","1","4",0.566717,0,0,"1","ldrc_2_010_third","1",1,"3","A_third"
127,348,348.01,"2","0","1",0.597679,1,0.4,"3","ldrc_2_010_third","1",1,"3","A_third"
0,0,0.02,"0","0","1",0.602694,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
1,2,2.02,"0","0","1",0.814872,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
2,6,6.02,"0","0","1",0.525329,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
3,8,8,"1","1","4",0.421124,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
4,10,10,"1","1","4",0.723317,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
5,12,12,"1","1","4",0.752677,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
6,14,14.01,"1","1","4",0.502923,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
7,16,16.01,"1","1","4",0.579092,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
8,19,19.01,"1","1","4",0.643032,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
9,21,21.01,"0","0","1",0.822335,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
10,24,24.01,"2","0","0",0,1,0.25,"4","ldrc_2_010_third","2",1,"3","A_third"
11,29,29.01,"3","1","0",0,1,0.3,"4","ldrc_2_010_third","2",1,"3","A_third"
12,31,31.01,"0","0","1",0.645395,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
13,33,33.01,"1","1","4",0.430624,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
14,35,35.01,"3","1","4",0.54886,1,0.35,"3","ldrc_2_010_third","2",1,"3","A_third"
15,38,38.02,"1","1","4",0.639519,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
16,40,40.02,"1","1","4",0.658975,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
17,42,42.02,"3","1","0",0,1,0.3,"4","ldrc_2_010_third","2",1,"3","A_third"
18,44,44.02,"1","1","4",0.556325,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
19,46,46,"1","1","4",0.470238,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
20,52,52,"1","1","4",0.681879,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
21,55,55.01,"1","1","4",0.546905,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
22,57,57.01,"1","1","4",0.73502,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
23,59,59.01,"0","0","0",0,0,0,"5","ldrc_2_010_third","2",1,"3","A_third"
24,61,61.01,"0","0","1",0.637498,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
25,63,63.01,"1","1","4",0.609725,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
26,65,65.01,"0","0","4",0.820023,0,0,"0","ldrc_2_010_third","2",1,"3","A_third"
27,68,68.01,"1","1","4",0.979878,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
28,71,71.01,"0","0","1",0.623661,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
29,73,73.01,"1","1","4",0.86087,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
30,80,80.02,"2","0","0",0,1,0.35,"4","ldrc_2_010_third","2",1,"3","A_third"
31,87,87.02,"2","0","0",0,1,0.4,"4","ldrc_2_010_third","2",1,"3","A_third"
32,89,89,"1","1","4",0.53745,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
33,91,91,"3","1","4",0.403605,1,0.45,"3","ldrc_2_010_third","2",1,"3","A_third"
34,94,94,"2","0","0",0,1,0.4,"4","ldrc_2_010_third","2",1,"3","A_third"
35,96,96.01,"0","0","1",0.791729,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
36,98,98.01,"1","1","4",0.764096,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
37,100,100.01,"0","0","1",0.473103,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
38,103,103.01,"0","0","1",0.848008,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
39,106,106.01,"2","0","0",0,1,0.45,"4","ldrc_2_010_third","2",1,"3","A_third"
40,108,108.01,"0","0","0",0,0,0,"5","ldrc_2_010_third","2",1,"3","A_third"
41,111,111.01,"0","0","1",0.563,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
42,113,113.01,"3","1","4",0.799191,1,0.5,"3","ldrc_2_010_third","2",1,"3","A_third"
43,115,115.01,"2","0","0",0,1,0.45,"4","ldrc_2_010_third","2",1,"3","A_third"
44,118,118.01,"3","1","4",0.743452,1,0.5,"3","ldrc_2_010_third","2",1,"3","A_third"
45,120,120.02,"1","1","0",0,0,0,"5","ldrc_2_010_third","2",1,"3","A_third"
46,124,124.02,"1","1","4",0.716868,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
47,126,126.02,"0","0","1",0.660152,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
48,128,128,"0","0","1",0.526024,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
49,130,130,"2","0","0",0,1,0.45,"4","ldrc_2_010_third","2",1,"3","A_third"
50,132,132,"3","1","0",0,1,0.5,"4","ldrc_2_010_third","2",1,"3","A_third"
51,134,134,"3","1","0",0,1,0.55,"4","ldrc_2_010_third","2",1,"3","A_third"
52,136,136.01,"0","0","1",0.911082,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
53,139,139.01,"1","1","4",0.697809,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
54,142,142.01,"0","0","0",0,0,0,"5","ldrc_2_010_third","2",1,"3","A_third"
55,144,144.01,"1","1","4",0.487869,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
56,146,146.01,"1","1","4",0.688184,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
57,148,148.01,"0","0","1",0.546378,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
58,150,150.01,"1","1","4",0.671613,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
59,152,152.01,"0","0","1",0.506781,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
60,154,154.01,"0","0","1",0.95803,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
61,158,158.01,"3","1","4",0.637516,1,0.6,"3","ldrc_2_010_third","2",1,"3","A_third"
62,161,161.02,"2","0","0",0,1,0.55,"4","ldrc_2_010_third","2",1,"3","A_third"
63,163,163.02,"2","0","1",0.736692,1,0.6,"3","ldrc_2_010_third","2",1,"3","A_third"
64,171,171,"0","0","1",0.835193,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
65,176,176.01,"1","1","4",0.634334,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
66,179,179.01,"0","0","1",0.405293,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
67,184,184.01,"0","0","1",0.691173,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
68,186,186.01,"0","0","1",0.776411,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
69,190,190.01,"0","0","1",0.729883,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
70,192,192.01,"1","1","0",0,0,0,"5","ldrc_2_010_third","2",1,"3","A_third"
71,194,194.01,"1","1","4",0.524332,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
72,196,196.01,"1","1","4",0.479591,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
73,199,199.01,"2","0","1",0.567082,1,0.55,"3","ldrc_2_010_third","2",1,"3","A_third"
74,201,201.02,"3","1","0",0,1,0.5,"4","ldrc_2_010_third","2",1,"3","A_third"
75,204,204.02,"2","0","1",0.628507,1,0.55,"3","ldrc_2_010_third","2",1,"3","A_third"
76,207,207.02,"1","1","4",0.955441,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
77,211,211,"1","1","4",0.71944,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
78,214,214,"0","0","1",0.648311,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
79,216,216.01,"0","0","1",0.916588,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
80,219,219.01,"0","0","1",0.66838,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
81,221,221.01,"0","0","1",0.710643,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
82,225,225.01,"3","1","0",0,1,0.5,"4","ldrc_2_010_third","2",1,"3","A_third"
83,227,227.01,"1","1","4",0.64433,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
84,229,229.01,"3","1","4",0.652563,1,0.55,"3","ldrc_2_010_third","2",1,"3","A_third"
85,231,231.01,"2","0","0",0,1,0.5,"4","ldrc_2_010_third","2",1,"3","A_third"
86,233,233.01,"3","1","0",0,1,0.55,"4","ldrc_2_010_third","2",1,"3","A_third"
87,238,238.01,"1","1","4",0.917087,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
88,240,240.02,"1","1","4",0.613332,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
89,244,244.02,"1","1","4",0.958787,0,0,"1","ldrc_2_010_third","2",1,"3","A_third"
90,246,246.02,"0","0","0",0,0,0,"5","ldrc_2_010_third","2",1,"3","A_third"
